"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Away","AwayGoals","Attendance","Venue","Referee","Notes","MatchURL","Home_xG","Away_xG"
"AFC Asian Cup","M",NA,2023,"Group stage","2","Fri",2024-01-19,"14:30","Iraq",2,"Japan",1,38663,"Education City Stadium (Neutral Site)","Khalid Saleh Al Turais","","https://fbref.com/en/matches/02a6c8dc/Iraq-Japan-January-19-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Group stage","2","Sat",2024-01-20,"14:30","Jordan",2,"Korea Republic",2,36627,"Al Thumama Stadium (Neutral Site)","Salman Ahmad Falahi","","https://fbref.com/en/matches/ccc3108d/Jordan-Korea-Republic-January-20-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Group stage","3","Tue",2024-01-23,"14:30","Australia",1,"Uzbekistan",1,15290,"Al Janoub Stadium (Neutral Site)","Yūsuke Araki","","https://fbref.com/en/matches/74a860a7/Australia-Uzbekistan-January-23-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Round of 16",NA,"Mon",2024-01-29,"14:30","Iraq",2,"Jordan",3,35814,"Khalifa International Stadium (Neutral Site)","Alireza Faghani","","https://fbref.com/en/matches/bf8bf153/Iraq-Jordan-January-29-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Round of 16",NA,"Tue",2024-01-30,"19:00","Saudi Arabia",1,"Korea Republic",1,42389,"Education City Stadium (Neutral Site)","Ilgiz Tantashev","Korea Republic won on penalty kicks following extra time","https://fbref.com/en/matches/12d616de/Saudi-Arabia-Korea-Republic-January-30-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Quarter-finals",NA,"Fri",2024-02-02,"18:30","Australia",1,"Korea Republic",2,39632,"Education City Stadium (Neutral Site)","Ahmed Abu Bakar Al Kaf","Required Extra Time","https://fbref.com/en/matches/6fdc7d22/Australia-Korea-Republic-February-2-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Quarter-finals",NA,"Sat",2024-02-03,"14:30","Iran",2,"Japan",1,35640,"Education City Stadium (Neutral Site)","Ma Ning","","https://fbref.com/en/matches/c0d73f9e/IR-Iran-Japan-February-3-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Quarter-finals",NA,"Sat",2024-02-03,"18:30","Qatar",1,"Uzbekistan",1,58791,"Al Bayt Stadium (Neutral Site)","Kim Heegon","Qatar won on penalty kicks following extra time","https://fbref.com/en/matches/b8d781b2/Qatar-Uzbekistan-February-3-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Semi-finals",NA,"Tue",2024-02-06,"18:00","Jordan",2,"Korea Republic",0,42850,"Ahmed bin Ali Stadium (Neutral Site)","Mohammed Abdulla Hassan","","https://fbref.com/en/matches/31bdfbdb/Jordan-Korea-Republic-February-6-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Semi-finals",NA,"Wed",2024-02-07,"18:00","Iran",2,"Qatar",3,40342,"Al Thumama Stadium (Neutral Site)","Ahmad Al Ali","","https://fbref.com/en/matches/ce5d1f62/IR-Iran-Qatar-February-7-2024-Asian-Cup",NA,NA
"AFC Asian Cup","M",NA,2023,"Final",NA,"Sat",2024-02-10,"18:00","Jordan",1,"Qatar",3,86492,"Lusail Iconic Stadium (Neutral Site)","Ma Ning","","https://fbref.com/en/matches/6d9230c5/Jordan-Qatar-February-10-2024-Asian-Cup",NA,NA
"Africa Cup of Nations","M",NA,2021,"Group stage","1","Mon",2022-01-10,"17:00","Morocco",1,"Ghana",0,NA,"Stade Omnisport Ahmadou Ahidjo (Neutral Site)","Joshua Bondo","","https://fbref.com/en/matches/9112e256/Morocco-Ghana-January-10-2022-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2021,"Group stage","3","Thu",2022-01-20,"17:00","Ivory Coast",3,"Algeria",1,NA,"Stade de Japoma (Neutral Site)","Victor Gomes","","https://fbref.com/en/matches/b9d8797c/Cote-dIvoire-Algeria-January-20-2022-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2021,"Round of 16",NA,"Tue",2022-01-25,"17:00","Senegal",2,"Cape Verde",0,10155,"Stade Omnisports de Bafoussam (Neutral Site)","Lahlou Benbraham","","https://fbref.com/en/matches/c17cae65/Senegal-Cape-Verde-January-25-2022-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2021,"Round of 16",NA,"Wed",2022-01-26,"17:00","Ivory Coast",0,"Egypt",0,NA,"Stade de Japoma (Neutral Site)","Jean-Jacques Ndala","Egypt won on penalty kicks following extra time","https://fbref.com/en/matches/ddd18729/Cote-dIvoire-Egypt-January-26-2022-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2021,"Quarter-finals",NA,"Sun",2022-01-30,"16:00","Egypt",2,"Morocco",1,NA,"Stade Omnisport Ahmadou Ahidjo (Neutral Site)","Maguette Ndiaye","Required Extra Time","https://fbref.com/en/matches/5b66173c/Egypt-Morocco-January-30-2022-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2021,"Final",NA,"Sun",2022-02-06,"20:00","Senegal",0,"Egypt",0,NA,"Stade Omnisport Paul Biya (Neutral Site)","Victor Gomes","Senegal won on penalty kicks following extra time","https://fbref.com/en/matches/2ca5b81c/Senegal-Egypt-February-6-2022-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Group stage","1","Sun",2024-01-14,"20:00","Ghana",1,"Cape Verde",2,11943,"Stade Félix Houphouët-Boigny (Neutral Site)","Jean-Jacques Ndala","","https://fbref.com/en/matches/be716202/Ghana-Cape-Verde-January-14-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Group stage","2","Thu",2024-01-18,"20:00","Egypt",2,"Ghana",2,20808,"Stade Félix Houphouët-Boigny (Neutral Site)","Pierre Ghislain Atcho","","https://fbref.com/en/matches/4335f5ee/Egypt-Ghana-January-18-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Group stage","2","Sun",2024-01-21,"14:00","Morocco",1,"DR Congo",1,13342,"Stade Laurent Pokou (Neutral Site)","Peter Waweru","","https://fbref.com/en/matches/2f260b7c/Morocco-Congo-DR-January-21-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Group stage","3","Mon",2024-01-22,"20:00","Cape Verde",2,"Egypt",2,15650,"Stade Félix Houphouët-Boigny (Neutral Site)","Alhadj Allaou Mahamat","","https://fbref.com/en/matches/509931aa/Cape-Verde-Egypt-January-22-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Group stage","3","Wed",2024-01-24,"17:00","South Africa",0,"Tunisia",0,12847,"Stade Amadou Gon Coulibaly (Neutral Site)","Issa Sy","","https://fbref.com/en/matches/529e14d2/South-Africa-Tunisia-January-24-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Round of 16",NA,"Sun",2024-01-28,"20:00","Egypt",1,"DR Congo",1,12342,"Stade Laurent Pokou (Neutral Site)","Abongile Tom","Congo DR won on penalty kicks following extra time","https://fbref.com/en/matches/9f36f6bd/Egypt-Congo-DR-January-28-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Round of 16",NA,"Mon",2024-01-29,"20:00","Senegal",1,"Ivory Coast",1,19948,"Stade Charles Konan Banny de Yamoussoukr... (Neutral Site)","Pierre Ghislain Atcho","Côte d'Ivoire won on penalty kicks following extra time","https://fbref.com/en/matches/b32d646d/Senegal-Cote-dIvoire-January-29-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Round of 16",NA,"Tue",2024-01-30,"20:00","Morocco",0,"South Africa",2,19078,"Stade Laurent Pokou (Neutral Site)","Mahmood Ali Mahmood Ismail","","https://fbref.com/en/matches/3ec95ed2/Morocco-South-Africa-January-30-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Quarter-finals",NA,"Sat",2024-02-03,"20:00","Cape Verde",0,"South Africa",0,12162,"Stade Charles Konan Banny de Yamoussoukr... (Neutral Site)","Jean-Jacques Ndala","South Africa won on penalty kicks following extra time","https://fbref.com/en/matches/175be3f8/Cape-Verde-South-Africa-February-3-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Semi-finals",NA,"Wed",2024-02-07,"20:00","Ivory Coast",1,"DR Congo",0,51020,"Stade Olympique Alassane Ouattara d'Ebim... (Neutral Site)","Mutaz Ibrahim","","https://fbref.com/en/matches/083c7e30/Cote-dIvoire-Congo-DR-February-7-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations","M",NA,2023,"Third-place match",NA,"Sat",2024-02-10,"20:00","South Africa",0,"DR Congo",0,21975,"Stade Félix Houphouët-Boigny (Neutral Site)","Bamlak Tessema","South Africa won on penalty kicks following normal time","https://fbref.com/en/matches/6530ea40/South-Africa-Congo-DR-February-10-2024-Africa-Cup-of-Nations",NA,NA
"Africa Cup of Nations qualification","M",NA,2021,"Group stage","1","Thu",2019-11-14,"19:00","Ghana",2,"South Africa",0,15000,"Cape Coast Sports Stadium","Mustapha Ghorbal","","https://fbref.com/en/matches/07d8195c/Ghana-South-Africa-November-14-2019-Africa-Cup-of-Nations-qualification",NA,NA
"Africa Cup of Nations qualification","M",NA,2021,"Group stage","5","Thu",2021-03-25,"18:00","South Africa",1,"Ghana",1,NA,"Soccer City","Bamlak Tessema","","https://fbref.com/en/matches/482fd4ba/South-Africa-Ghana-March-25-2021-Africa-Cup-of-Nations-qualification",NA,NA
"Africa Cup of Nations qualification","M",NA,2023,"Group stage","1","Thu",2022-06-09,"20:00","Morocco",2,"South Africa",1,NA,"Stade Prince Moulay Abdallah","Sadek Selmi","","https://fbref.com/en/matches/5203371d/Morocco-South-Africa-June-9-2022-Africa-Cup-of-Nations-qualification",NA,NA
"Africa Cup of Nations qualification","M",NA,2023,"Group stage","5","Sat",2023-06-17,"17:00","South Africa",2,"Morocco",1,NA,"FNB Stadium","Mahamat Alhadj Allaou","","https://fbref.com/en/matches/7edf52f2/South-Africa-Morocco-June-17-2023-Africa-Cup-of-Nations-qualification",NA,NA
"Africa Cup of Nations qualification","M",NA,2025,"Group stage","1","Fri",2024-09-06,"21:00","Egypt",3,"Cape Verde",0,NA,"Cairo International Stadium","Abongile Tom","","https://fbref.com/en/matches/27f9e7de/Egypt-Cape-Verde-September-6-2024-Africa-Cup-of-Nations-qualification",NA,NA
"Africa Cup of Nations qualification","M",NA,2025,"Group stage","5","Fri",2024-11-15,"15:00","Cape Verde",1,"Egypt",1,NA,"Estádio Pelé","Louis Houngnandande","","https://fbref.com/en/matches/4e200f2f/Cape-Verde-Egypt-November-15-2024-Africa-Cup-of-Nations-qualification",NA,NA
"CONCACAF Gold Cup","M",NA,2021,"Group stage","1","Sun",2021-07-11,"19:30","United States",1,"Haiti",0,12664,"Children's Mercy Park","Said Martínez","","https://fbref.com/en/matches/8c7a39f1/United-States-Haiti-July-11-2021-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2021,"Group stage","1","Tue",2021-07-13,"18:00","Qatar",3,"Panama",3,NA,"BBVA Stadium","César Arturo Ramos","","https://fbref.com/en/matches/577f6808/Qatar-Panama-July-13-2021-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2021,"Group stage","2","Thu",2021-07-15,"18:30","Haiti",1,"Canada",4,NA,"Children's Mercy Park","Ali Saeed","","https://fbref.com/en/matches/7e683a33/Haiti-Canada-July-15-2021-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2021,"Group stage","3","Sun",2021-07-18,"16:00","United States",1,"Canada",0,NA,"Children's Mercy Park","Adonai Escobedo","","https://fbref.com/en/matches/d6ce8cbf/United-States-Canada-July-18-2021-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2021,"Semi-finals",NA,"Thu",2021-07-29,"18:30","Qatar",0,"United States",1,NA,"Q2 Stadium","Ali Saeed","","https://fbref.com/en/matches/5b3a6f8e/Qatar-United-States-July-29-2021-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2021,"Semi-finals",NA,"Thu",2021-07-29,"21:00","Mexico",2,"Canada",1,NA,"NRG Stadium","Daneon Parchment","","https://fbref.com/en/matches/1491197a/Mexico-Canada-July-29-2021-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2021,"Final",NA,"Sun",2021-08-01,"17:30","United States",1,"Mexico",0,NA,"Allegiant Stadium","Said Martínez","Required Extra Time","https://fbref.com/en/matches/823638f1/United-States-Mexico-August-1-2021-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2023,"Group stage","1","Sun",2023-06-25,"17:00","Haiti",2,"Qatar",1,66255,"NRG Stadium (Neutral Site)","Daneon Parchment","","https://fbref.com/en/matches/ffc8be25/Haiti-Qatar-June-25-2023-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2023,"Group stage","2","Thu",2023-06-29,"19:00","Haiti",1,"Mexico",3,34517,"State Farm Stadium (Neutral Site)","Walter López","","https://fbref.com/en/matches/9d68d61a/Haiti-Mexico-June-29-2023-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2023,"Group stage","3","Sun",2023-07-02,"18:00","Mexico",0,"Qatar",1,60347,"Levi's Stadium (Neutral Site)","Drew Fischer","","https://fbref.com/en/matches/9f03baf0/Mexico-Qatar-July-2-2023-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2023,"Quarter-finals",NA,"Sat",2023-07-08,"18:00","Panama",4,"Qatar",0,NA,"AT&T Stadium (Neutral Site)","César Arturo Ramos","","https://fbref.com/en/matches/da7340c9/Panama-Qatar-July-8-2023-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2023,"Quarter-finals",NA,"Sun",2023-07-09,"19:30","United States",2,"Canada",2,NA,"TQL Stadium (Neutral Site)","Marco Ortíz","United States won on penalty kicks following extra time","https://fbref.com/en/matches/c60b4cc3/United-States-Canada-July-9-2023-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2023,"Semi-finals",NA,"Wed",2023-07-12,"16:30","United States",1,"Panama",1,NA,"Snapdragon Stadium (Neutral Site)","Walter López","Panama won on penalty kicks following extra time","https://fbref.com/en/matches/80b3c928/United-States-Panama-July-12-2023-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2023,"Final",NA,"Sun",2023-07-16,"16:30","Mexico",1,"Panama",0,NA,"SoFi Stadium (Neutral Site)","Said Martínez","","https://fbref.com/en/matches/661dd94b/Mexico-Panama-July-16-2023-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2025,"Group stage","1","Sun",2025-06-15,"17:15","Haiti",0,"Saudi Arabia",1,7736,"Snapdragon Stadium (Neutral Site)","Walter López","","https://fbref.com/en/matches/def62fd7/Haiti-Saudi-Arabia-June-15-2025-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2025,"Group stage","2","Thu",2025-06-19,"20:15","Saudi Arabia",0,"United States",1,11727,"Q2 Stadium (Neutral Site)","Marco Antonio Ortíz","","https://fbref.com/en/matches/7ad35ca2/Saudi-Arabia-United-States-June-19-2025-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2025,"Group stage","2","Sat",2025-06-21,"18:00","Curaçao",1,"Canada",1,20536,"Shell Energy Stadium (Neutral Site)","Juan Gabriel Calderón","","https://fbref.com/en/matches/b59b0775/Curacao-Canada-June-21-2025-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2025,"Group stage","3","Sun",2025-06-22,"18:00","United States",2,"Haiti",1,20918,"AT&T Stadium (Neutral Site)","Katia García","","https://fbref.com/en/matches/94f436b0/United-States-Haiti-June-22-2025-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2025,"Quarter-finals",NA,"Sat",2025-06-28,"19:15","Mexico",2,"Saudi Arabia",0,45255,"State Farm Stadium (Neutral Site)","Lukasz Szpala","","https://fbref.com/en/matches/0ddc176b/Mexico-Saudi-Arabia-June-28-2025-Gold-Cup",NA,NA
"CONCACAF Gold Cup","M",NA,2025,"Final",NA,"Sun",2025-07-06,"18:00","United States",1,"Mexico",2,70925,"NRG Stadium (Neutral Site)","Mario Escobar","","https://fbref.com/en/matches/76d971d4/United-States-Mexico-July-6-2025-Gold-Cup",NA,NA
"CONMEBOL Copa América","M",NA,2021,"Group stage","1","Sun",2021-06-13,"20:00","Colombia",1,"Ecuador",0,NA,"Arena Pantanal (Neutral Site)","Néstor Pitana","","https://fbref.com/en/matches/575f2d83/Colombia-Ecuador-June-13-2021-Copa-America",0.5,0.3
"CONMEBOL Copa América","M",NA,2021,"Group stage","2","Fri",2021-06-18,"21:00","Argentina",1,"Uruguay",0,NA,"Estádio Nacional de Brasília (Neutral Site)","Wilton Pereira Sampaio","","https://fbref.com/en/matches/38597a51/Argentina-Uruguay-June-18-2021-Copa-America",0.8,0.1
"CONMEBOL Copa América","M",NA,2021,"Group stage","3","Mon",2021-06-21,"21:00","Argentina",1,"Paraguay",0,NA,"Estádio Nacional de Brasília (Neutral Site)","Jesús Valenzuela","","https://fbref.com/en/matches/754d9115/Argentina-Paraguay-June-21-2021-Copa-America",1.1,0.5
"CONMEBOL Copa América","M",NA,2021,"Group stage","4","Wed",2021-06-23,"21:00","Brazil",2,"Colombia",1,NA,"Estádio Nilton Santos (Neutral Site)","Néstor Pitana","","https://fbref.com/en/matches/781f726c/Brazil-Colombia-June-23-2021-Copa-America",2.8,0.2
"CONMEBOL Copa América","M",NA,2021,"Group stage","5","Sun",2021-06-27,"18:00","Brazil",1,"Ecuador",1,NA,"Estádio Olímpico Pedro Ludovico Teixeira (Neutral Site)","Roberto Tobar","","https://fbref.com/en/matches/9dbb8fff/Brazil-Ecuador-June-27-2021-Copa-America",1.1,0.6
"CONMEBOL Copa América","M",NA,2021,"Group stage","5","Mon",2021-06-28,"21:00","Uruguay",1,"Paraguay",0,NA,"Estádio Nilton Santos (Neutral Site)","Raphael Claus","","https://fbref.com/en/matches/e000faa4/Uruguay-Paraguay-June-28-2021-Copa-America",1.8,0.8
"CONMEBOL Copa América","M",NA,2021,"Quarter-finals",NA,"Sat",2021-07-03,"19:00","Uruguay",0,"Colombia",0,NA,"Estádio Nacional de Brasília (Neutral Site)","Jesús Gil","Colombia won on penalty kicks following extra time","https://fbref.com/en/matches/0b8ca785/Uruguay-Colombia-July-3-2021-Copa-America",0.3,0.5
"CONMEBOL Copa América","M",NA,2021,"Quarter-finals",NA,"Sat",2021-07-03,"22:00","Argentina",3,"Ecuador",0,NA,"Estádio Olímpico Pedro Ludovico Teixeira (Neutral Site)","Wilton Pereira Sampaio","","https://fbref.com/en/matches/af921723/Argentina-Ecuador-July-3-2021-Copa-America",3.2,1.3
"CONMEBOL Copa América","M",NA,2021,"Semi-finals",NA,"Tue",2021-07-06,"22:00","Argentina",1,"Colombia",1,NA,"Estádio Nacional de Brasília","Jesús Valenzuela","Argentina won on penalty kicks following extra time","https://fbref.com/en/matches/6122c6fc/Argentina-Colombia-July-6-2021-Copa-America",2.2,0.7
"CONMEBOL Copa América","M",NA,2021,"Final",NA,"Sat",2021-07-10,"21:00","Argentina",1,"Brazil",0,7800,"Estadio Jornalista Mário Filho (Neutral Site)","Esteban Ostojich","","https://fbref.com/en/matches/1309eaf0/Argentina-Brazil-July-10-2021-Copa-America",0.5,0.7
"CONMEBOL Copa América","M",NA,2024,"Group stage","1","Thu",2024-06-20,"20:00","Argentina",2,"Canada",0,70564,"Mercedes-Benz Stadium (Neutral Site)","Jesús Valenzuela","","https://fbref.com/en/matches/09240291/Argentina-Canada-June-20-2024-Copa-America",2.9,1.2
"CONMEBOL Copa América","M",NA,2024,"Group stage","1","Sun",2024-06-23,"21:00","Uruguay",3,"Panama",1,33425,"Hard Rock Stadium (Neutral Site)","Piero Maza","","https://fbref.com/en/matches/504e7c6b/Uruguay-Panama-June-23-2024-Copa-America",1.5,0.6
"CONMEBOL Copa América","M",NA,2024,"Group stage","1","Mon",2024-06-24,"17:00","Colombia",2,"Paraguay",1,NA,"NRG Stadium (Neutral Site)","Darío Herrera","","https://fbref.com/en/matches/5b537cd5/Colombia-Paraguay-June-24-2024-Copa-America",0.7,0.8
"CONMEBOL Copa América","M",NA,2024,"Group stage","2","Thu",2024-06-27,"18:00","Panama",2,"United States",1,NA,"Mercedes-Benz Stadium (Neutral Site)","Iván Barton","","https://fbref.com/en/matches/eb5b0b7b/Panama-United-States-June-27-2024-Copa-America",0.8,1.1
"CONMEBOL Copa América","M",NA,2024,"Group stage","2","Fri",2024-06-28,"18:00","Paraguay",1,"Brazil",4,46939,"Allegiant Stadium (Neutral Site)","Piero Maza","","https://fbref.com/en/matches/db2faedf/Paraguay-Brazil-June-28-2024-Copa-America",0.9,3.8
"CONMEBOL Copa América","M",NA,2024,"Group stage","3","Sun",2024-06-30,"17:00","Mexico",0,"Ecuador",0,62565,"State Farm Stadium (Neutral Site)","Mario Escobar","","https://fbref.com/en/matches/1e4d784d/Mexico-Ecuador-June-30-2024-Copa-America",1,0.4
"CONMEBOL Copa América","M",NA,2024,"Group stage","3","Mon",2024-07-01,"20:00","United States",0,"Uruguay",1,NA,"GEHA Field at Arrowhead Stadium (Neutral Site)","Kevin Ortega","","https://fbref.com/en/matches/3597f034/United-States-Uruguay-July-1-2024-Copa-America",0.5,1.5
"CONMEBOL Copa América","M",NA,2024,"Group stage","3","Tue",2024-07-02,"18:00","Brazil",1,"Colombia",1,70971,"Levi's Stadium (Neutral Site)","Jesús Valenzuela","","https://fbref.com/en/matches/438b034c/Brazil-Colombia-July-2-2024-Copa-America",0.3,1.4
"CONMEBOL Copa América","M",NA,2024,"Quarter-finals",NA,"Thu",2024-07-04,"20:00","Argentina",1,"Ecuador",1,NA,"NRG Stadium (Neutral Site)","Andrés Matonte","Argentina won on penalty kicks following extra time","https://fbref.com/en/matches/be34c6db/Argentina-Ecuador-July-4-2024-Copa-America",0.8,1.7
"CONMEBOL Copa América","M",NA,2024,"Quarter-finals",NA,"Sat",2024-07-06,"15:00","Colombia",5,"Panama",0,39740,"State Farm Stadium (Neutral Site)","Maurizio Mariani","","https://fbref.com/en/matches/1cf59899/Colombia-Panama-July-6-2024-Copa-America",2.3,0.5
"CONMEBOL Copa América","M",NA,2024,"Quarter-finals",NA,"Sat",2024-07-06,"18:00","Uruguay",0,"Brazil",0,50770,"Allegiant Stadium (Neutral Site)","Darío Herrera","Uruguay won on penalty kicks following extra time","https://fbref.com/en/matches/c63a9e9c/Uruguay-Brazil-July-6-2024-Copa-America",0.9,0.6
"CONMEBOL Copa América","M",NA,2024,"Semi-finals",NA,"Tue",2024-07-09,"20:00","Argentina",2,"Canada",0,80102,"MetLife Stadium (Neutral Site)","Piero Maza","","https://fbref.com/en/matches/4803e5f9/Argentina-Canada-July-9-2024-Copa-America",2.1,0.8
"CONMEBOL Copa América","M",NA,2024,"Semi-finals",NA,"Wed",2024-07-10,"20:00","Uruguay",0,"Colombia",1,70644,"Bank of America Stadium (Neutral Site)","César Arturo Ramos","","https://fbref.com/en/matches/08d6e96b/Uruguay-Colombia-July-10-2024-Copa-America",0.8,1.2
"CONMEBOL Copa América","M",NA,2024,"Third-place match",NA,"Sat",2024-07-13,"20:00","Canada",2,"Uruguay",2,NA,"Bank of America Stadium (Neutral Site)","Alexis Herrera","Uruguay won on penalty kicks following extra time","https://fbref.com/en/matches/2466e9ff/Canada-Uruguay-July-13-2024-Copa-America",1.9,1.6
"CONMEBOL Copa América","M",NA,2024,"Final",NA,"Sun",2024-07-14,"20:00","Argentina",1,"Colombia",0,65300,"Hard Rock Stadium (Neutral Site)","Raphael Claus","Required Extra Time","https://fbref.com/en/matches/39b037a9/Argentina-Colombia-July-14-2024-Copa-America",1,1
"FIFA World Cup","M",NA,2022,"Group stage","1","Sun",2022-11-20,"19:00","Qatar",0,"Ecuador",2,67372,"Al Bayt Stadium (Neutral Site)","Daniele Orsato","","https://fbref.com/en/matches/1b2886ce/Qatar-Ecuador-November-20-2022-FIFA-World-Cup",0.3,1.2
"FIFA World Cup","M",NA,2022,"Group stage","1","Mon",2022-11-21,"16:00","England",6,"Iran",2,45334,"Khalifa International Stadium (Neutral Site)","Raphael Claus","","https://fbref.com/en/matches/d8a472c1/England-IR-Iran-November-21-2022-FIFA-World-Cup",2.1,1.4
"FIFA World Cup","M",NA,2022,"Group stage","1","Mon",2022-11-21,"19:00","Senegal",0,"Netherlands",2,41721,"Al Thumama Stadium (Neutral Site)","Wilton Sampaio","","https://fbref.com/en/matches/21eb041c/Senegal-Netherlands-November-21-2022-FIFA-World-Cup",0.9,0.7
"FIFA World Cup","M",NA,2022,"Group stage","1","Tue",2022-11-22,"13:00","Argentina",1,"Saudi Arabia",2,88012,"Lusail Iconic Stadium (Neutral Site)","Slavko Vinčič","","https://fbref.com/en/matches/109ad6ba/Argentina-Saudi-Arabia-November-22-2022-FIFA-World-Cup",2.2,0.1
"FIFA World Cup","M",NA,2022,"Group stage","1","Tue",2022-11-22,"22:00","France",4,"Australia",1,40875,"Al Janoub Stadium (Neutral Site)","Victor Gomes","","https://fbref.com/en/matches/539719fd/France-Australia-November-22-2022-FIFA-World-Cup",4,0.5
"FIFA World Cup","M",NA,2022,"Group stage","1","Wed",2022-11-23,"13:00","Morocco",0,"Croatia",0,59407,"Al Bayt Stadium (Neutral Site)","Fernando Rapallini","","https://fbref.com/en/matches/197b3688/Morocco-Croatia-November-23-2022-FIFA-World-Cup",0.4,0.5
"FIFA World Cup","M",NA,2022,"Group stage","1","Wed",2022-11-23,"16:00","Germany",1,"Japan",2,42608,"Khalifa International Stadium (Neutral Site)","Iván Barton","","https://fbref.com/en/matches/a3556b5a/Germany-Japan-November-23-2022-FIFA-World-Cup",3.1,1.5
"FIFA World Cup","M",NA,2022,"Group stage","1","Wed",2022-11-23,"22:00","Belgium",1,"Canada",0,40432,"Ahmed bin Ali Stadium (Neutral Site)","Janny Sikazwe","","https://fbref.com/en/matches/89c39a0a/Belgium-Canada-November-23-2022-FIFA-World-Cup",0.8,2.4
"FIFA World Cup","M",NA,2022,"Group stage","1","Thu",2022-11-24,"16:00","Uruguay",0,"Korea Republic",0,41663,"Education City Stadium (Neutral Site)","Clément Turpin","","https://fbref.com/en/matches/878d5504/Uruguay-Korea-Republic-November-24-2022-FIFA-World-Cup",0.6,0.6
"FIFA World Cup","M",NA,2022,"Group stage","1","Thu",2022-11-24,"19:00","Portugal",3,"Ghana",2,42662,"Stadium 974 (Neutral Site)","Ismail Elfath","","https://fbref.com/en/matches/6a84c686/Portugal-Ghana-November-24-2022-FIFA-World-Cup",2,0.9
"FIFA World Cup","M",NA,2022,"Group stage","2","Fri",2022-11-25,"16:00","Qatar",1,"Senegal",3,41797,"Al Thumama Stadium (Neutral Site)","Antonio Matéu","","https://fbref.com/en/matches/bfc75e3c/Qatar-Senegal-November-25-2022-FIFA-World-Cup",1,0.8
"FIFA World Cup","M",NA,2022,"Group stage","2","Fri",2022-11-25,"19:00","Netherlands",1,"Ecuador",1,44833,"Khalifa International Stadium (Neutral Site)","Mustapha Ghorbal","","https://fbref.com/en/matches/dd581756/Netherlands-Ecuador-November-25-2022-FIFA-World-Cup",0.1,1.7
